cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
7690	chr3L	15474134	15474156	-	2	15474156	3	2	15474135	15474156	22
7691	chr3L	15485430	15485463	-	2	15485431	2	1	15485431	15485463	33
7692	chr3L	15495000	15495001	-	1	15495001	167	167	15495001	15495001	1
7693	chr3L	15504620	15504639	-	2	15504639	14	9	15504621	15504639	19
7694	chr3L	15504820	15504943	-	31	15504884	798	189	15504866	15504912	47
7695	chr3L	15507873	15507996	-	15	15507989	25	4	15507874	15507989	116
7696	chr3L	15508213	15508252	-	7	15508217	1071	478	15508217	15508251	35
7697	chr3L	15523247	15523281	-	3	15523281	5	3	15523248	15523281	34
7698	chr3L	15523864	15523981	-	20	15523895	77	11	15523876	15523970	95
7699	chr3L	15524037	15524161	-	30	15524134	5828	1963	15524089	15524134	46
7700	chr3L	15562990	15563087	-	20	15563028	4995	2120	15563022	15563061	40
7701	chr3L	15580484	15580538	-	9	15580533	446	173	15580509	15580537	29
7702	chr3L	15586500	15586528	-	2	15586528	15	8	15586501	15586528	28
7703	chr3L	15587901	15587984	-	4	15587951	15	9	15587924	15587984	61
7704	chr3L	15588081	15588196	-	17	15588163	2462	664	15588140	15588193	54
7705	chr3L	15610327	15610388	-	18	15610350	2167	982	15610350	15610382	33
7706	chr3L	15611775	15611781	-	2	15611781	3	2	15611776	15611781	6
7707	chr3L	15634404	15634405	-	1	15634405	149	149	15634405	15634405	1
7708	chr3L	15728421	15728422	-	1	15728422	108	108	15728422	15728422	1
7709	chr3L	15816353	15816419	-	15	15816402	1598	542	15816371	15816415	45
7710	chr3L	15823945	15823992	-	5	15823946	17	8	15823946	15823992	47
7711	chr3L	15826373	15826425	-	12	15826420	3153	1478	15826414	15826420	7
7712	chr3L	15835267	15835399	-	37	15835363	8030	2411	15835336	15835370	35
7713	chr3L	15837316	15837479	-	55	15837425	4227	712	15837412	15837444	33
7714	chr3L	15876457	15876490	-	5	15876479	143	48	15876458	15876490	33
7715	chr3L	15952984	15952991	-	2	15952991	755	724	15952991	15952991	1
7716	chr3L	15967835	15967877	-	10	15967866	2494	1248	15967855	15967869	15
7717	chr3L	15982812	15982896	-	19	15982869	1989	619	15982852	15982894	43
7718	chr3L	15987754	15987839	-	10	15987812	475	247	15987769	15987816	48
7719	chr3L	16004506	16004520	-	2	16004507	39	21	16004507	16004520	14
7720	chr3L	16004704	16004778	-	11	16004714	1254	708	16004705	16004739	35
7721	chr3L	16010285	16010290	-	2	16010286	175	135	16010286	16010290	5
7722	chr3L	16011755	16011785	-	3	16011785	350	188	16011756	16011785	30
7723	chr3L	16040133	16040134	-	1	16040134	99	99	16040134	16040134	1
7724	chr3L	16040982	16041013	-	5	16040989	14	6	16040986	16041013	28
7725	chr3L	16046599	16046781	-	18	16046778	112	44	16046600	16046781	182
7726	chr3L	16046830	16046840	-	8	16046835	6844	4782	16046835	16046837	3
7727	chr3L	16050657	16050667	-	5	16050667	2084	1301	16050661	16050667	7
7728	chr3L	16087483	16087572	-	18	16087484	664	140	16087484	16087529	46
7729	chr3L	16090338	16090410	-	9	16090370	706	212	16090352	16090375	24
7730	chr3L	16105576	16105630	-	11	16105577	562	90	16105577	16105630	54
7731	chr3L	16111670	16111672	-	2	16111671	68	48	16111671	16111672	2
7732	chr3L	16112095	16112119	-	4	16112119	9	5	16112096	16112119	24
7733	chr3L	16112342	16112415	-	23	16112385	3620	737	16112380	16112410	31
7734	chr3L	16112595	16112642	-	4	16112639	314	141	16112596	16112642	47
7735	chr3L	16128523	16128596	-	8	16128528	1894	1338	16128528	16128529	2
7736	chr3L	16131535	16131647	-	31	16131605	2887	984	16131586	16131627	42
7737	chr3L	16143771	16143875	-	18	16143872	334	64	16143796	16143872	77
7738	chr3L	16144045	16144126	-	11	16144089	566	157	16144048	16144126	79
7739	chr3L	16164238	16164251	-	6	16164250	1739	1380	16164247	16164250	4
7740	chr3L	16190984	16190987	-	2	16190987	47	27	16190985	16190987	3
7741	chr3L	16228674	16228739	-	19	16228715	1388	385	16228684	16228734	51
7742	chr3L	16231892	16231913	-	4	16231913	115	37	16231893	16231913	21
7743	chr3L	16231968	16232060	-	28	16232011	8224	5094	16232007	16232031	25
7744	chr3L	16268181	16268208	-	4	16268182	581	408	16268182	16268205	24
7745	chr3L	16351879	16351971	-	11	16351907	600	220	16351907	16351940	34
7746	chr3L	16354306	16354314	-	6	16354310	2239	1725	16354310	16354313	4
7747	chr3L	16356396	16356445	-	3	16356425	116	58	16356397	16356445	49
7748	chr3L	16359420	16359427	-	5	16359425	1749	1594	16359425	16359425	1
7749	chr3L	16378527	16378583	-	8	16378556	1207	829	16378553	16378556	4
7750	chr3L	16381196	16381202	-	4	16381201	611	506	16381200	16381201	2
7751	chr3L	16382912	16382936	-	2	16382913	3	2	16382913	16382936	24
7752	chr3L	16385816	16385925	-	23	16385877	2957	725	16385861	16385903	43
7753	chr3L	16404172	16404208	-	3	16404207	81	36	16404173	16404208	36
7754	chr3L	16404446	16404515	-	9	16404498	637	283	16404449	16404512	64
7755	chr3L	16404601	16404605	-	4	16404602	721	361	16404602	16404604	3
7756	chr3L	16404787	16404820	-	2	16404820	41	22	16404788	16404820	33
7757	chr3L	16404976	16404978	-	2	16404977	268	248	16404977	16404977	1
7758	chr3L	16405128	16405130	-	2	16405130	42	24	16405129	16405130	2
7759	chr3L	16405330	16405412	-	9	16405360	399	132	16405342	16405412	71
7760	chr3L	16411508	16411620	-	11	16411566	405	61	16411509	16411582	74
7761	chr3L	16411752	16411864	-	25	16411784	15317	6466	16411783	16411787	5
7762	chr3L	16417140	16417188	-	4	16417165	130	66	16417141	16417188	48
7763	chr3L	16419248	16419342	-	18	16419302	1967	760	16419293	16419319	27
7764	chr3L	16483645	16483647	-	2	16483646	738	700	16483646	16483646	1
7765	chr3L	16495322	16495327	-	3	16495323	429	242	16495323	16495327	5
7766	chr3L	16496227	16496234	-	4	16496232	808	689	16496232	16496233	2
7767	chr3L	16543403	16543409	-	3	16543404	494	359	16543404	16543406	3
7768	chr3L	16572396	16572398	-	2	16572397	2158	2129	16572397	16572397	1
7769	chr3L	16579956	16579986	-	3	16579969	307	199	16579969	16579986	18
7770	chr3L	16580299	16580300	-	1	16580300	93	93	16580300	16580300	1
7771	chr3L	16580815	16580846	-	2	16580846	42	25	16580816	16580846	31
7772	chr3L	16581192	16581347	-	39	16581245	3363	330	16581214	16581278	65
7773	chr3L	16581552	16581591	-	5	16581567	201	110	16581558	16581591	34
7774	chr3L	16586998	16587095	-	12	16587055	1055	291	16587040	16587058	19
7775	chr3L	16587842	16587853	-	3	16587843	6	3	16587843	16587853	11
7776	chr3L	16590920	16590926	-	2	16590926	5	4	16590921	16590926	6
7777	chr3L	16591005	16591113	-	9	16591094	322	130	16591041	16591111	71
7778	chr3L	16594959	16595014	-	6	16595014	229	100	16594960	16595014	55
7779	chr3L	16595054	16595110	-	7	16595055	72	37	16595055	16595062	8
7780	chr3L	16602653	16602721	-	5	16602661	155	40	16602654	16602721	68
7781	chr3L	16609212	16609345	-	12	16609213	511	172	16609213	16609345	133
7782	chr3L	16609759	16609787	-	3	16609769	95	41	16609760	16609787	28
7783	chr3L	16609827	16609835	-	3	16609834	138	80	16609828	16609835	8
7784	chr3L	16610311	16610471	-	55	16610416	15381	4319	16610369	16610417	49
7785	chr3L	16612109	16612239	-	21	16612197	2460	1041	16612156	16612197	42
7786	chr3L	16615283	16615293	-	2	16615284	6	5	16615284	16615293	10
7787	chr3L	16615406	16615502	-	20	16615466	3483	1857	16615436	16615478	43
7788	chr3L	16647252	16647256	-	2	16647253	2	1	16647253	16647256	4
7789	chr3L	16647820	16647916	-	19	16647882	2661	734	16647866	16647901	36
7790	chr3L	16661543	16661647	-	21	16661606	3511	1637	16661606	16661624	19
7791	chr3L	16667930	16667931	-	1	16667931	106	106	16667931	16667931	1
7792	chr3L	16673492	16673582	-	32	16673532	9954	2867	16673520	16673546	27
7793	chr3L	16710978	16711017	-	2	16710979	10	6	16710979	16711017	39
7794	chr3L	16711279	16711296	-	3	16711287	3	1	16711280	16711296	17
7795	chr3L	16711602	16711682	-	13	16711673	8634	3659	16711670	16711673	4
7796	chr3L	16728003	16728007	-	2	16728007	126	108	16728004	16728007	4
7797	chr3L	16730752	16730821	-	12	16730810	1385	961	16730801	16730810	10
7798	chr3L	16779689	16779766	-	16	16779710	1015	236	16779695	16779741	47
7799	chr3L	16786852	16786965	-	38	16786936	12310	2988	16786912	16786936	25
7800	chr3L	16800167	16800193	-	8	16800189	4826	4259	16800189	16800189	1
7801	chr3L	16807722	16807729	-	6	16807728	2932	2271	16807728	16807729	2
7802	chr3L	16844934	16845034	-	37	16845002	9997	4164	16844966	16845002	37
7803	chr3L	16845328	16845339	-	3	16845332	67	29	16845329	16845339	11
7804	chr3L	16853366	16853425	-	3	16853367	46	31	16853367	16853391	25
7805	chr3L	16853611	16853671	-	8	16853612	56	24	16853612	16853639	28
7806	chr3L	16957646	16957651	-	3	16957650	285	217	16957647	16957650	4
7807	chr3L	17002290	17002319	-	3	17002292	176	98	17002291	17002319	29
7808	chr3L	17012119	17012128	-	7	17012121	814	356	17012120	17012125	6
7809	chr3L	17012515	17012554	-	8	17012554	314	90	17012516	17012554	39
7810	chr3L	17015935	17016078	-	33	17016032	4058	1131	17015977	17016051	75
7811	chr3L	17022733	17022770	-	4	17022747	4	1	17022734	17022770	37
7812	chr3L	17022816	17022835	-	2	17022835	3	2	17022817	17022835	19
7813	chr3L	17022875	17022922	-	3	17022922	12	7	17022876	17022922	47
7814	chr3L	17042541	17042589	-	15	17042569	2334	909	17042548	17042572	25
7815	chr3L	17044973	17045084	-	26	17045034	5174	2662	17045014	17045042	29
7816	chr3L	17238206	17238239	-	5	17238210	946	503	17238210	17238239	30
7817	chr3L	17241956	17241962	-	3	17241960	5	2	17241957	17241962	6
7818	chr3L	17242034	17242133	-	25	17242099	2913	1099	17242081	17242123	43
7819	chr3L	17275509	17275558	-	3	17275528	3	1	17275510	17275558	49
7820	chr3L	17320795	17320850	-	12	17320848	68	23	17320816	17320850	35
7821	chr3L	17339179	17339281	-	19	17339241	1146	508	17339241	17339271	31
7822	chr3L	17382727	17382745	-	3	17382728	100	68	17382728	17382745	18
7823	chr3L	17421508	17421514	-	4	17421513	1628	1331	17421512	17421513	2
7824	chr3L	17425177	17425252	-	12	17425212	972	343	17425184	17425224	41
7825	chr3L	17427136	17427193	-	13	17427151	1304	737	17427151	17427168	18
7826	chr3L	17428800	17428850	-	13	17428831	1091	548	17428802	17428832	31
7827	chr3L	17433166	17433205	-	8	17433187	587	384	17433176	17433188	13
7828	chr3L	17433565	17433638	-	18	17433598	1605	251	17433570	17433625	56
7829	chr3L	17436424	17436454	-	2	17436425	2	1	17436425	17436454	30
7830	chr3L	17478575	17478579	-	2	17478579	9	8	17478576	17478579	4
7831	chr3L	17478874	17478977	-	11	17478925	17	3	17478876	17478940	65
7832	chr3L	17479031	17479053	-	3	17479053	9	5	17479032	17479053	22
7833	chr3L	17479093	17479110	-	3	17479094	52	25	17479094	17479110	17
7834	chr3L	17513468	17513470	-	2	17513469	94	49	17513469	17513470	2
7835	chr3L	17513863	17513952	-	19	17513893	2276	1076	17513869	17513903	35
7836	chr3L	17529611	17529616	-	2	17529616	39	21	17529612	17529616	5
7837	chr3L	17529798	17529876	-	19	17529859	1725	634	17529819	17529863	45
7838	chr3L	17557477	17557496	-	3	17557478	209	127	17557478	17557496	19
7839	chr3L	17557692	17557804	-	28	17557771	1876	407	17557735	17557798	64
7840	chr3L	17576617	17576626	-	2	17576618	52	34	17576618	17576626	9
7841	chr3L	17621250	17621252	-	2	17621251	36	21	17621251	17621252	2
7842	chr3L	17621454	17621737	-	55	17621475	6482	1531	17621475	17621522	48
7843	chr3L	17638034	17638038	-	2	17638038	59	37	17638035	17638038	4
7844	chr3L	17639871	17639873	-	2	17639873	105	75	17639872	17639873	2
7845	chr3L	17644919	17645081	-	42	17645031	10376	6126	17645012	17645031	20
7846	chr3L	17646462	17646463	-	1	17646463	149	149	17646463	17646463	1
7847	chr3L	17654114	17654178	-	6	17654178	117	56	17654115	17654178	64
7848	chr3L	17654234	17654318	-	18	17654276	4400	2923	17654262	17654276	15
7849	chr3L	17669166	17669266	-	24	17669251	1915	320	17669197	17669253	57
7850	chr3L	17756930	17756953	-	3	17756945	3	1	17756931	17756953	23
7851	chr3L	17764145	17764167	-	9	17764153	7176	5980	17764153	17764153	1
7852	chr3L	17802153	17802318	-	34	17802274	6030	2139	17802219	17802277	59
7853	chr3L	17804669	17804724	-	11	17804710	1167	342	17804679	17804713	35
7854	chr3L	17808819	17808820	-	1	17808820	170	170	17808820	17808820	1
7855	chr3L	17812890	17812895	-	2	17812895	259	222	17812891	17812895	5
7856	chr3L	17841420	17841425	-	3	17841425	920	778	17841421	17841425	5
7857	chr3L	17843462	17843545	-	13	17843502	442	208	17843495	17843538	44
7858	chr3L	17846410	17846518	-	21	17846518	2256	735	17846468	17846518	51
7859	chr3L	17856761	17856765	-	2	17856762	723	676	17856762	17856762	1
7860	chr3L	17907793	17907828	-	11	17907812	1967	1257	17907798	17907812	15
7861	chr3L	17912513	17912561	-	7	17912514	458	156	17912514	17912561	48
7862	chr3L	17961691	17961723	-	3	17961696	109	42	17961692	17961723	32
7863	chr3L	17961809	17961846	-	6	17961814	1456	1231	17961813	17961814	2
7864	chr3L	17999507	17999512	-	4	17999509	1462	1257	17999509	17999509	1
7865	chr3L	18061792	18061793	-	1	18061793	259	259	18061793	18061793	1
7866	chr3L	18070149	18070150	-	1	18070150	189	189	18070150	18070150	1
7867	chr3L	18075060	18075084	-	2	18075084	31	30	18075084	18075084	1
7868	chr3L	18086959	18086963	-	3	18086963	74	34	18086960	18086963	4
7869	chr3L	18087089	18087189	-	11	18087176	2091	559	18087162	18087180	19
7870	chr3L	18087298	18087397	-	13	18087333	7162	5533	18087332	18087334	3
7871	chr3L	18106141	18106152	-	7	18106146	978	574	18106145	18106148	4
7872	chr3L	18109474	18109593	-	31	18109567	2302	318	18109512	18109573	62
7873	chr3L	18121983	18122013	-	3	18122002	4	2	18121984	18122013	30
7874	chr3L	18185635	18185641	-	4	18185637	574	476	18185637	18185639	3
7875	chr3L	18398447	18398454	-	3	18398452	1008	677	18398448	18398452	5
7876	chr3L	18460949	18461027	-	10	18461027	424	72	18460955	18461027	73
7877	chr3L	18463112	18463159	-	5	18463158	82	67	18463157	18463158	2
7878	chr3L	18617183	18617321	-	39	18617246	914	336	18617218	18617292	75
7879	chr3L	18617892	18617957	-	15	18617912	910	152	18617912	18617948	37
7880	chr3L	18621685	18621690	-	2	18621690	5	3	18621686	18621690	5
7881	chr3L	18622044	18622163	-	29	18622098	3173	593	18622084	18622129	46
7882	chr3L	18669048	18669126	-	7	18669126	165	36	18669049	18669126	78
7883	chr3L	18673062	18673202	-	45	18673131	7987	2357	18673130	18673160	31
7884	chr3L	18681784	18681848	-	19	18681795	1513	614	18681792	18681832	41
7885	chr3L	18683638	18683639	-	1	18683639	136	136	18683639	18683639	1
7886	chr3L	18683900	18684081	-	39	18683930	6866	1706	18683930	18684035	106
7887	chr3L	18686302	18686315	-	3	18686315	214	99	18686303	18686315	13
7888	chr3L	18723249	18723380	-	32	18723290	11078	7591	18723286	18723309	24
7889	chr3L	18748316	18748407	-	11	18748317	751	239	18748317	18748357	41
7890	chr3L	18801280	18801317	-	9	18801309	1916	1290	18801291	18801309	19
7891	chr3L	18820688	18820717	-	6	18820696	590	289	18820692	18820699	8
7892	chr3L	18846255	18846263	-	4	18846260	882	710	18846260	18846261	2
7893	chr3L	18872494	18872576	-	14	18872539	810	175	18872526	18872553	28
7894	chr3L	18890481	18890483	-	2	18890482	445	421	18890482	18890482	1
7895	chr3L	18898289	18898290	-	1	18898290	391	391	18898290	18898290	1
7896	chr3L	18901471	18901597	-	28	18901550	1600	203	18901504	18901583	80
7897	chr3L	18904827	18904955	-	27	18904924	2372	535	18904882	18904924	43
7898	chr3L	18946031	18946036	-	2	18946036	395	282	18946032	18946036	5
7899	chr3L	18992804	18992812	-	2	18992805	265	222	18992805	18992812	8
7900	chr3L	18995789	18995822	-	8	18995807	1287	633	18995802	18995820	19
7901	chr3L	18998200	18998204	-	2	18998201	86	51	18998201	18998204	4
7902	chr3L	18998776	18998779	-	2	18998779	88	62	18998777	18998779	3
7903	chr3L	19000525	19000599	-	13	19000599	1376	601	19000560	19000599	40
7904	chr3L	19045445	19045447	-	2	19045446	578	547	19045446	19045446	1
7905	chr3L	19052041	19052044	-	3	19052042	483	398	19052042	19052043	2
7906	chr3L	19062767	19062818	-	9	19062811	410	142	19062771	19062811	41
7907	chr3L	19086417	19086422	-	4	19086422	2463	1569	19086419	19086422	4
7908	chr3L	19096162	19096231	-	15	19096212	1298	255	19096174	19096228	55
7909	chr3L	19097623	19097708	-	17	19097642	1325	437	19097642	19097693	52
7910	chr3L	19100275	19100376	-	25	19100335	1839	643	19100293	19100350	58
7911	chr3L	19129685	19129686	-	1	19129686	125	125	19129686	19129686	1
7912	chr3L	19170641	19170643	-	2	19170643	394	356	19170643	19170643	1
7913	chr3L	19234935	19234959	-	2	19234959	77	58	19234936	19234959	24
7914	chr3L	19235364	19235369	-	3	19235369	834	726	19235368	19235369	2
7915	chr3L	19255006	19255085	-	15	19255058	1492	938	19255047	19255064	18
7916	chr3L	19260592	19260748	-	24	19260667	1729	326	19260633	19260675	43
7917	chr3L	19264115	19264203	-	19	19264178	1865	632	19264149	19264179	31
7918	chr3L	19268908	19268912	-	3	19268909	773	691	19268909	19268910	2
7919	chr3L	19288564	19288565	-	1	19288565	345	345	19288565	19288565	1
7920	chr3L	19424159	19424166	-	4	19424164	117	47	19424160	19424166	7
7921	chr3L	19446403	19446439	-	7	19446414	143	33	19446409	19446427	19
7922	chr3L	19478683	19478701	-	8	19478688	4148	1431	19478684	19478692	9
7923	chr3L	19488158	19488166	-	4	19488160	123	59	19488159	19488166	8
7924	chr3L	19488311	19488408	-	26	19488389	6474	1717	19488359	19488393	35
7925	chr3L	19544178	19544219	-	6	19544179	8	2	19544179	19544219	41
7926	chr3L	19552269	19552353	-	20	19552284	3389	2360	19552277	19552285	9
7927	chr3L	19585879	19586050	-	43	19585973	3483	637	19585961	19586005	45
7928	chr3L	19590486	19590533	-	12	19590502	840	237	19590492	19590523	32
7929	chr3L	19590629	19590683	-	4	19590683	203	76	19590630	19590683	54
7930	chr3L	19598728	19598798	-	14	19598769	535	74	19598742	19598780	39
7931	chr3L	19612118	19612226	-	30	19612193	2169	612	19612160	19612193	34
7932	chr3L	19618460	19618548	-	19	19618510	1162	260	19618477	19618539	63
7933	chr3L	19632805	19632809	-	2	19632806	86	51	19632806	19632809	4
7934	chr3L	19633022	19633024	-	2	19633024	367	341	19633024	19633024	1
7935	chr3L	19642692	19642815	-	23	19642801	871	146	19642742	19642812	71
7936	chr3L	19649837	19649849	-	6	19649842	1255	675	19649842	19649849	8
7937	chr3L	19687345	19687400	-	11	19687350	588	254	19687348	19687360	13
7938	chr3L	19695253	19695254	-	1	19695254	139	139	19695254	19695254	1
7939	chr3L	19707642	19707643	-	1	19707643	196	196	19707643	19707643	1
7940	chr3L	19791069	19791074	-	3	19791073	1708	1612	19791073	19791073	1
7941	chr3L	19793544	19793567	-	6	19793559	710	486	19793559	19793565	7
7942	chr3L	19801259	19801324	-	5	19801260	117	38	19801260	19801301	42
7943	chr3L	19805029	19805157	-	26	19805076	2046	313	19805062	19805124	63
7944	chr3L	19806015	19806071	-	11	19806049	544	101	19806024	19806071	48
7945	chr3L	19807149	19807218	-	17	19807192	1886	392	19807165	19807204	40
7946	chr3L	19811997	19812000	-	2	19811998	2	1	19811998	19812000	3
7947	chr3L	19813331	19813339	-	5	19813336	1347	1066	19813335	19813337	3
7948	chr3L	19815872	19815962	-	20	19815949	1410	373	19815883	19815951	69
7949	chr3L	19817757	19817815	-	15	19817777	1740	839	19817766	19817778	13
7950	chr3L	19834256	19834367	-	21	19834307	2587	1090	19834289	19834309	21
7951	chr3L	19870733	19870893	-	33	19870815	1035	203	19870750	19870853	104
7952	chr3L	19870939	19871110	-	34	19871074	4477	1915	19871012	19871074	63
7953	chr3L	19874257	19874262	-	2	19874262	162	142	19874258	19874262	5
7954	chr3L	19891459	19891574	-	7	19891502	106	45	19891460	19891541	82
7955	chr3L	19894162	19894164	-	2	19894164	20	14	19894163	19894164	2
7956	chr3L	19894953	19894984	-	5	19894954	20	7	19894954	19894981	28
7957	chr3L	19895110	19895138	-	3	19895137	13	7	19895111	19895137	27
7958	chr3L	19896375	19896394	-	5	19896387	1366	856	19896387	19896390	4
7959	chr3L	19896437	19896453	-	2	19896453	49	25	19896438	19896453	16
7960	chr3L	19909311	19909468	-	20	19909396	2933	1042	19909396	19909415	20
7961	chr3L	19910106	19910269	-	32	19910184	5360	917	19910184	19910227	44
7962	chr3L	19913639	19913718	-	14	19913699	909	309	19913672	19913711	40
7963	chr3L	19923180	19923304	-	17	19923211	1394	357	19923207	19923245	39
7964	chr3L	19923360	19923464	-	19	19923434	1658	728	19923390	19923459	70
7965	chr3L	19923606	19923623	-	2	19923623	83	49	19923607	19923623	17
7966	chr3L	19928444	19928540	-	20	19928496	1296	265	19928467	19928514	48
7967	chr3L	19952032	19952042	-	3	19952037	3	1	19952033	19952042	10
7968	chr3L	19979775	19979830	-	4	19979830	451	356	19979781	19979830	50
7969	chr3L	19981611	19981614	-	2	19981614	83	52	19981612	19981614	3
7970	chr3L	19985856	19985862	-	2	19985857	3	2	19985857	19985862	6
7971	chr3L	20027843	20027862	-	2	20027844	2	1	20027844	20027862	19
7972	chr3L	20028954	20029067	-	35	20028973	3836	470	20028969	20029019	51
7973	chr3L	20089004	20089005	-	1	20089005	99	99	20089005	20089005	1
7974	chr3L	20140501	20140554	-	8	20140532	729	344	20140505	20140550	46
7975	chr3L	20198307	20198313	-	4	20198312	3063	2669	20198312	20198312	1
7976	chr3L	20241482	20241533	-	13	20241518	1303	289	20241483	20241533	51
7977	chr3L	20241913	20241950	-	5	20241946	333	183	20241923	20241950	28
7978	chr3L	20296905	20296998	-	26	20296949	2426	473	20296941	20296988	48
7979	chr3L	20302080	20302140	-	8	20302121	428	97	20302086	20302128	43
7980	chr3L	20347906	20347977	-	20	20347920	839	231	20347917	20347945	29
7981	chr3L	20361507	20361585	-	12	20361585	648	189	20361529	20361585	57
7982	chr3L	20375782	20375905	-	29	20375878	3726	509	20375843	20375881	39
7983	chr3L	20384071	20384132	-	11	20384094	873	487	20384089	20384105	17
7984	chr3L	20393506	20393610	-	19	20393533	1197	203	20393507	20393553	47
7985	chr3L	20393664	20393668	-	2	20393668	3	2	20393665	20393668	4
7986	chr3L	20401245	20401281	-	3	20401246	97	44	20401246	20401281	36
7987	chr3L	20401346	20401429	-	6	20401350	41	31	20401347	20401350	4
7988	chr3L	20401608	20401609	-	1	20401609	107	107	20401609	20401609	1
7989	chr3L	20427639	20427702	-	8	20427679	318	82	20427646	20427699	54
7990	chr3L	20430424	20430486	-	13	20430450	626	145	20430428	20430481	54
7991	chr3L	20432300	20432391	-	24	20432342	801	139	20432327	20432367	41
7992	chr3L	20435984	20435995	-	3	20435990	12	7	20435985	20435995	11
7993	chr3L	20436103	20436205	-	19	20436177	2012	328	20436167	20436205	39
7994	chr3L	20452799	20452881	-	11	20452861	1200	630	20452814	20452861	48
7995	chr3L	20473087	20473090	-	2	20473088	334	300	20473088	20473090	3
7996	chr3L	20473259	20473400	-	23	20473370	1751	549	20473341	20473370	30
7997	chr3L	20493484	20493489	-	3	20493485	356	314	20493485	20493486	2
7998	chr3L	20515761	20515773	-	2	20515762	46	26	20515762	20515773	12
7999	chr3L	20519340	20519451	-	35	20519353	5788	2088	20519342	20519419	78
8000	chr3L	20520732	20520770	-	8	20520759	451	165	20520743	20520770	28
8001	chr3L	20526099	20526234	-	17	20526154	1446	306	20526127	20526194	68
8002	chr3L	20540413	20540414	-	1	20540414	476	476	20540414	20540414	1
8003	chr3L	20743679	20743692	-	2	20743680	40	35	20743680	20743692	13
8004	chr3L	20769478	20769559	-	14	20769502	870	364	20769490	20769512	23
8005	chr3L	20771061	20771142	-	20	20771081	1301	468	20771071	20771104	34
8006	chr3L	20778198	20778298	-	20	20778240	1497	362	20778216	20778262	47
8007	chr3L	20786159	20786197	-	15	20786189	1246	307	20786168	20786190	23
8008	chr3L	20788059	20788146	-	15	20788112	1376	555	20788084	20788134	51
8009	chr3L	20792770	20792777	-	5	20792775	1313	1053	20792774	20792775	2
8010	chr3L	20798361	20798398	-	3	20798367	3	1	20798362	20798398	37
8011	chr3L	20809207	20809285	-	8	20809208	530	200	20809208	20809275	68
8012	chr3L	20815793	20815867	-	5	20815837	5	1	20815794	20815867	74
8013	chr3L	20815953	20815963	-	2	20815963	61	53	20815954	20815963	10
8014	chr3L	20816009	20816055	-	5	20816036	168	65	20816010	20816055	46
8015	chr3L	20818022	20818029	-	4	20818027	21	14	20818023	20818027	5
8016	chr3L	20838695	20838770	-	5	20838696	27	17	20838696	20838770	75
8017	chr3L	20841510	20841610	-	22	20841572	2459	1002	20841544	20841572	29
8018	chr3L	20897415	20897420	-	3	20897420	149	78	20897416	20897420	5
8019	chr3L	20949504	20949510	-	4	20949509	1788	1698	20949509	20949509	1
8020	chr3L	20966776	20966786	-	2	20966777	2	1	20966777	20966786	10
8021	chr3L	21025243	21025280	-	2	21025280	42	22	21025244	21025280	37
8022	chr3L	21026205	21026229	-	5	21026226	575	346	21026224	21026229	6
8023	chr3L	21027361	21027436	-	19	21027436	3594	1788	21027388	21027436	49
8024	chr3L	21031263	21031388	-	13	21031342	698	315	21031293	21031342	50
8025	chr3L	21034164	21034266	-	20	21034214	1427	253	21034211	21034243	33
8026	chr3L	21100097	21100098	-	1	21100098	381	381	21100098	21100098	1
8027	chr3L	21135979	21136071	-	22	21136041	3399	1124	21136016	21136050	35
8028	chr3L	21171925	21171926	-	1	21171926	91	91	21171926	21171926	1
8029	chr3L	21196723	21196769	-	7	21196724	93	24	21196724	21196769	46
8030	chr3L	21198131	21198172	-	3	21198172	4	2	21198132	21198172	41
8031	chr3L	21200682	21200685	-	2	21200685	56	35	21200683	21200685	3
8032	chr3L	21202873	21202878	-	3	21202878	2032	1830	21202878	21202878	1
8033	chr3L	21216785	21216846	-	19	21216835	2438	365	21216814	21216842	29
8034	chr3L	21267863	21267989	-	31	21267899	10691	6142	21267899	21267942	44
8035	chr3L	21270526	21270614	-	4	21270550	10	7	21270550	21270583	34
8036	chr3L	21279972	21279978	-	5	21279974	1467	1307	21279974	21279974	1
8037	chr3L	21280766	21280790	-	2	21280767	15	8	21280767	21280790	24
8038	chr3L	21281329	21281536	-	39	21281521	2238	478	21281469	21281525	57
8039	chr3L	21304390	21304468	-	15	21304443	772	133	21304404	21304466	63
8040	chr3L	21317961	21318029	-	18	21318019	1585	414	21317969	21318019	51
8041	chr3L	21343215	21343227	-	3	21343220	111	43	21343216	21343227	12
8042	chr3L	21343621	21343743	-	27	21343708	2978	667	21343668	21343714	47
8043	chr3L	21346779	21346792	-	2	21346792	150	109	21346780	21346792	13
8044	chr3L	21347124	21347128	-	2	21347128	614	497	21347125	21347128	4
8045	chr3L	21349279	21349302	-	2	21349302	169	87	21349280	21349302	23
8046	chr3L	21406689	21406722	-	3	21406709	4	2	21406690	21406722	33
8047	chr3L	21433077	21433138	-	19	21433110	3433	938	21433101	21433131	31
8048	chr3L	21441328	21441442	-	10	21441362	444	224	21441356	21441389	34
8049	chr3L	21460554	21460578	-	3	21460555	267	175	21460555	21460578	24
8050	chr3L	21476475	21476493	-	4	21476479	1759	1555	21476479	21476479	1
