cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
11750	chr3R	8674070	8674158	+	24	8674100	1742	342	8674097	8674142	46
11751	chr3R	8676893	8677028	+	42	8676959	13405	8405	8676924	8676977	54
11752	chr3R	8677337	8677338	+	1	8677338	103	103	8677338	8677338	1
11753	chr3R	8712994	8713002	+	4	8712997	86	34	8712997	8713002	6
11754	chr3R	8716226	8716311	+	18	8716266	974	145	8716234	8716300	67
11755	chr3R	8716494	8716535	+	3	8716495	177	92	8716495	8716535	41
11756	chr3R	8721334	8721475	+	49	8721418	19216	7739	8721358	8721418	61
11757	chr3R	8723158	8723254	+	10	8723250	187	45	8723162	8723254	93
11758	chr3R	8726847	8726903	+	5	8726848	41	14	8726848	8726903	56
11759	chr3R	8732088	8732121	+	10	8732100	425	104	8732089	8732115	27
11760	chr3R	8744995	8745001	+	3	8745001	148	77	8744996	8745001	6
11761	chr3R	8747773	8747886	+	26	8747834	852	160	8747804	8747876	73
11762	chr3R	8754037	8754114	+	8	8754111	325	108	8754055	8754114	60
11763	chr3R	8769347	8769493	+	36	8769419	4115	708	8769379	8769427	49
11764	chr3R	8773062	8773067	+	2	8773063	46	28	8773063	8773067	5
11765	chr3R	8773414	8773469	+	6	8773419	127	94	8773419	8773424	6
11766	chr3R	8801534	8801644	+	34	8801572	2338	324	8801560	8801629	70
11767	chr3R	8806163	8806217	+	8	8806210	224	41	8806164	8806210	47
11768	chr3R	8806277	8806376	+	17	8806289	689	93	8806289	8806358	70
11769	chr3R	8819456	8819566	+	17	8819530	4266	2874	8819501	8819533	33
11770	chr3R	8820775	8820776	+	1	8820776	148	148	8820776	8820776	1
11771	chr3R	8821989	8822002	+	10	8822002	2243	1374	8821995	8822002	8
11772	chr3R	8824376	8824551	+	34	8824417	2887	270	8824417	8824522	106
11773	chr3R	8938682	8938817	+	52	8938758	9291	3019	8938726	8938780	55
11774	chr3R	8942004	8942042	+	2	8942042	47	28	8942005	8942042	38
11775	chr3R	8984722	8984769	+	11	8984754	939	562	8984734	8984763	30
11776	chr3R	8984885	8984971	+	12	8984928	154	24	8984913	8984971	59
11777	chr3R	8993237	8993312	+	12	8993258	923	276	8993256	8993308	53
11778	chr3R	9000373	9000404	+	7	9000404	52	23	9000376	9000404	29
11779	chr3R	9004014	9004103	+	30	9004058	1469	315	9004027	9004078	52
11780	chr3R	9006420	9006545	+	20	9006490	1303	342	9006457	9006523	67
11781	chr3R	9008239	9008510	+	27	9008425	2199	250	9008295	9008481	187
11782	chr3R	9008629	9008699	+	10	9008679	333	57	9008633	9008699	67
11783	chr3R	9015401	9015526	+	27	9015472	1886	254	9015437	9015487	51
11784	chr3R	9022035	9022110	+	11	9022098	877	269	9022059	9022102	44
11785	chr3R	9038741	9038779	+	6	9038745	187	62	9038742	9038779	38
11786	chr3R	9039757	9039830	+	9	9039768	178	53	9039765	9039819	55
11787	chr3R	9050812	9050904	+	23	9050841	1128	332	9050833	9050867	35
11788	chr3R	9052495	9052513	+	4	9052499	322	252	9052496	9052499	4
11789	chr3R	9053290	9053297	+	5	9053294	162	118	9053293	9053295	3
11790	chr3R	9065162	9065224	+	8	9065215	312	142	9065173	9065221	49
11791	chr3R	9066323	9066372	+	8	9066331	315	127	9066327	9066356	30
11792	chr3R	9153924	9153957	+	4	9153925	177	94	9153925	9153957	33
11793	chr3R	9183584	9183618	+	5	9183602	244	126	9183585	9183615	31
11794	chr3R	9246612	9246675	+	16	9246613	1273	643	9246613	9246647	35
11795	chr3R	9246746	9246763	+	2	9246763	52	34	9246747	9246763	17
11796	chr3R	9247452	9247455	+	2	9247453	6	4	9247453	9247455	3
11797	chr3R	9254983	9255065	+	14	9255009	424	81	9255006	9255039	34
11798	chr3R	9255348	9255385	+	2	9255349	85	55	9255349	9255385	37
11799	chr3R	9258930	9259009	+	18	9258979	415	56	9258956	9259005	50
11800	chr3R	9259287	9259290	+	2	9259288	30	20	9259288	9259290	3
11801	chr3R	9259509	9259572	+	7	9259560	273	100	9259517	9259568	52
11802	chr3R	9260601	9260702	+	44	9260643	6322	1346	9260636	9260681	46
11803	chr3R	9266985	9267051	+	22	9267032	1319	335	9266992	9267046	55
11804	chr3R	9321721	9321828	+	14	9321789	640	154	9321758	9321823	66
11805	chr3R	9335143	9335209	+	15	9335195	380	76	9335172	9335204	33
11806	chr3R	9340635	9340724	+	17	9340678	1368	458	9340649	9340681	33
11807	chr3R	9341590	9341671	+	13	9341654	618	141	9341602	9341657	56
11808	chr3R	9341816	9341918	+	25	9341872	3709	1759	9341843	9341875	33
11809	chr3R	9355410	9355523	+	18	9355484	4559	2117	9355467	9355488	22
11810	chr3R	9355937	9356029	+	27	9355961	6518	2360	9355946	9355971	26
11811	chr3R	9356950	9357001	+	5	9357001	275	92	9356951	9357001	51
11812	chr3R	9357204	9357222	+	2	9357205	75	48	9357205	9357222	18
11813	chr3R	9358350	9358384	+	3	9358384	408	364	9358361	9358384	24
11814	chr3R	9358496	9358570	+	4	9358497	90	27	9358497	9358570	74
11815	chr3R	9359150	9359181	+	3	9359179	57	35	9359151	9359181	31
11816	chr3R	9393850	9393876	+	5	9393851	112	28	9393851	9393876	26
11817	chr3R	9401489	9401527	+	8	9401492	136	33	9401492	9401523	32
11818	chr3R	9404344	9404448	+	26	9404359	2903	692	9404356	9404412	57
11819	chr3R	9412520	9412641	+	19	9412596	1046	208	9412542	9412596	55
11820	chr3R	9417903	9417957	+	10	9417942	783	418	9417942	9417947	6
11821	chr3R	9419519	9419548	+	6	9419523	887	684	9419520	9419523	4
11822	chr3R	9428548	9428566	+	3	9428562	201	179	9428562	9428562	1
11823	chr3R	9432508	9432565	+	8	9432509	244	54	9432509	9432565	57
11824	chr3R	9434224	9434362	+	40	9434253	8832	2144	9434253	9434329	77
11825	chr3R	9436834	9436835	+	1	9436835	160	160	9436835	9436835	1
11826	chr3R	9445114	9445154	+	2	9445154	70	42	9445115	9445154	40
11827	chr3R	9446487	9446502	+	2	9446502	75	58	9446488	9446502	15
11828	chr3R	9447815	9447818	+	2	9447816	43	31	9447816	9447818	3
11829	chr3R	9504609	9504742	+	31	9504664	5082	1323	9504661	9504715	55
11830	chr3R	9505932	9505992	+	14	9505960	1007	256	9505934	9505980	47
11831	chr3R	9510685	9510709	+	3	9510686	113	59	9510686	9510709	24
11832	chr3R	9513324	9513369	+	10	9513369	320	62	9513327	9513369	43
11833	chr3R	9516001	9516120	+	25	9516044	2827	1031	9516009	9516062	54
11834	chr3R	9520949	9520982	+	4	9520950	339	204	9520950	9520982	33
11835	chr3R	9521050	9521053	+	2	9521053	87	55	9521051	9521053	3
11836	chr3R	9548502	9548540	+	4	9548533	113	37	9548503	9548540	38
11837	chr3R	9551994	9552104	+	25	9552015	3306	552	9552012	9552053	42
11838	chr3R	9555778	9555830	+	8	9555787	159	59	9555782	9555810	29
11839	chr3R	9559667	9559845	+	26	9559775	1653	464	9559687	9559821	135
11840	chr3R	9563925	9563998	+	13	9563957	370	116	9563929	9563988	60
11841	chr3R	9564394	9564430	+	2	9564430	66	36	9564395	9564430	36
11842	chr3R	9577845	9578078	+	27	9577928	2024	369	9577928	9578046	119
11843	chr3R	9586935	9587007	+	9	9587007	610	122	9586936	9587007	72
11844	chr3R	9587135	9587136	+	1	9587136	159	159	9587136	9587136	1
11845	chr3R	9587190	9587206	+	2	9587206	52	28	9587191	9587206	16
11846	chr3R	9591302	9591349	+	9	9591311	662	303	9591307	9591345	39
11847	chr3R	9621270	9621380	+	14	9621305	903	308	9621278	9621357	80
11848	chr3R	9627266	9627348	+	14	9627297	899	335	9627297	9627331	35
11849	chr3R	9631625	9631719	+	24	9631712	1286	435	9631653	9631712	60
11850	chr3R	9632263	9632292	+	2	9632264	10	9	9632264	9632264	1
11851	chr3R	9637901	9637989	+	12	9637911	587	99	9637911	9637975	65
11852	chr3R	9677858	9678064	+	82	9678017	42721	7331	9677949	9678017	69
11853	chr3R	9678748	9678749	+	1	9678749	368	368	9678749	9678749	1
11854	chr3R	9678807	9678817	+	4	9678810	129	60	9678808	9678817	10
11855	chr3R	9678875	9678879	+	2	9678876	46	27	9678876	9678879	4
11856	chr3R	9679137	9679144	+	3	9679144	94	66	9679138	9679144	7
11857	chr3R	9679185	9679319	+	21	9679289	1206	333	9679207	9679293	87
11858	chr3R	9679926	9680060	+	51	9680011	13464	2043	9679974	9680025	52
11859	chr3R	9710774	9710832	+	4	9710798	125	61	9710775	9710832	58
11860	chr3R	9711045	9711190	+	20	9711143	2542	1364	9711080	9711145	66
11861	chr3R	9740866	9740933	+	11	9740922	786	189	9740895	9740925	31
11862	chr3R	9743442	9743625	+	48	9743485	12873	2491	9743485	9743535	51
11863	chr3R	9747837	9747958	+	26	9747924	2575	496	9747888	9747946	59
11864	chr3R	9748098	9748217	+	15	9748173	809	140	9748137	9748177	41
11865	chr3R	9756492	9756526	+	8	9756517	161	31	9756493	9756522	30
11866	chr3R	9759607	9759716	+	29	9759628	2583	526	9759625	9759701	77
11867	chr3R	9759822	9759887	+	9	9759827	418	102	9759827	9759887	61
11868	chr3R	9763569	9763636	+	14	9763628	4952	2527	9763623	9763629	7
11869	chr3R	9763740	9763794	+	16	9763793	806	229	9763758	9763793	36
11870	chr3R	9767788	9767870	+	14	9767852	428	90	9767835	9767852	18
11871	chr3R	9767919	9767962	+	10	9767946	820	236	9767932	9767960	29
11872	chr3R	9768068	9768072	+	2	9768072	107	105	9768072	9768072	1
11873	chr3R	9775028	9775101	+	5	9775099	1495	1109	9775099	9775101	3
11874	chr3R	9777999	9778178	+	78	9778105	81574	38248	9778099	9778111	13
11875	chr3R	9778288	9778427	+	48	9778383	17398	6208	9778356	9778391	36
11876	chr3R	9778617	9778690	+	8	9778618	591	247	9778618	9778690	73
11877	chr3R	9791453	9791554	+	31	9791493	4975	1056	9791470	9791507	38
11878	chr3R	9793285	9793323	+	11	9793311	590	146	9793299	9793317	19
11879	chr3R	9801349	9801455	+	26	9801406	4742	1308	9801394	9801437	44
11880	chr3R	9874679	9874686	+	5	9874681	266	218	9874681	9874682	2
11881	chr3R	9898034	9898054	+	2	9898054	46	26	9898035	9898054	20
11882	chr3R	9928913	9928924	+	4	9928917	296	276	9928917	9928917	1
11883	chr3R	10039760	10039840	+	11	10039781	741	238	10039781	10039834	54
11884	chr3R	10043163	10043339	+	22	10043258	1818	396	10043198	10043298	101
11885	chr3R	10045563	10045610	+	10	10045604	247	65	10045587	10045604	18
11886	chr3R	10049201	10049262	+	15	10049203	1539	458	10049203	10049245	43
11887	chr3R	10083309	10083322	+	5	10083313	641	515	10083313	10083316	4
11888	chr3R	10084601	10084605	+	2	10084602	36	28	10084602	10084605	4
11889	chr3R	10093758	10093762	+	3	10093762	191	162	10093761	10093762	2
11890	chr3R	10112546	10112552	+	2	10112547	41	38	10112547	10112547	1
11891	chr3R	10121589	10121872	+	94	10121785	30035	11183	10121687	10121795	109
11892	chr3R	10122257	10122275	+	3	10122273	80	30	10122258	10122275	18
11893	chr3R	10122329	10122355	+	2	10122355	73	42	10122330	10122355	26
11894	chr3R	10144650	10144742	+	17	10144696	702	204	10144680	10144712	33
11895	chr3R	10156603	10156612	+	2	10156604	45	37	10156604	10156612	9
11896	chr3R	10156655	10156663	+	2	10156663	13	11	10156656	10156663	8
11897	chr3R	10224740	10225023	+	67	10224893	23177	13224	10224871	10224900	30
11898	chr3R	10225478	10225576	+	9	10225504	330	67	10225479	10225558	80
11899	chr3R	10246114	10246187	+	18	10246158	1389	333	10246129	10246165	37
11900	chr3R	10262100	10262249	+	47	10262189	7389	1182	10262128	10262225	98
11901	chr3R	10262739	10262745	+	2	10262740	62	35	10262740	10262745	6
11902	chr3R	10262996	10263052	+	3	10263052	82	38	10262997	10263052	56
11903	chr3R	10264274	10264317	+	9	10264313	871	741	10264312	10264313	2
11904	chr3R	10286182	10286258	+	12	10286235	1768	644	10286221	10286255	35
11905	chr3R	10290582	10290662	+	26	10290621	3352	849	10290601	10290651	51
11906	chr3R	10331548	10331616	+	16	10331583	2641	1701	10331583	10331593	11
11907	chr3R	10333111	10333201	+	22	10333120	592	90	10333114	10333198	85
11908	chr3R	10333290	10333504	+	48	10333386	11911	3616	10333383	10333447	65
11909	chr3R	10333868	10333936	+	6	10333918	200	72	10333869	10333936	68
11910	chr3R	10335745	10335766	+	2	10335746	67	47	10335746	10335766	21
11911	chr3R	10336141	10336143	+	2	10336142	58	34	10336142	10336143	2
11912	chr3R	10338348	10338396	+	17	10338381	3588	602	10338352	10338385	34
11913	chr3R	10340837	10340840	+	2	10340838	78	52	10340838	10340840	3
11914	chr3R	10340894	10340898	+	2	10340895	106	85	10340895	10340898	4
11915	chr3R	10348734	10348845	+	46	10348835	12308	3024	10348765	10348835	71
11916	chr3R	10349056	10349079	+	3	10349079	72	27	10349057	10349079	23
11917	chr3R	10350180	10350224	+	5	10350184	165	107	10350184	10350224	41
11918	chr3R	10361774	10361809	+	2	10361809	70	50	10361775	10361809	35
11919	chr3R	10388261	10388268	+	4	10388262	400	192	10388262	10388263	2
11920	chr3R	10413301	10413368	+	17	10413302	1182	442	10413302	10413353	52
11921	chr3R	10461013	10461085	+	5	10461058	188	49	10461014	10461085	72
11922	chr3R	10682573	10682623	+	8	10682602	332	114	10682574	10682618	45
11923	chr3R	10696508	10696548	+	4	10696518	121	52	10696509	10696548	40
11924	chr3R	10696632	10696706	+	16	10696650	1362	621	10696647	10696706	60
11925	chr3R	10699658	10699659	+	1	10699659	120	120	10699659	10699659	1
11926	chr3R	10701341	10701386	+	6	10701348	516	294	10701345	10701383	39
11927	chr3R	10706855	10706975	+	28	10706933	3339	514	10706906	10706971	66
11928	chr3R	10714734	10714868	+	23	10714761	1849	349	10714761	10714859	99
11929	chr3R	10757397	10757475	+	7	10757409	554	151	10757409	10757475	67
11930	chr3R	10761281	10761298	+	3	10761294	94	58	10761282	10761298	17
11931	chr3R	10762118	10762195	+	8	10762121	246	55	10762121	10762183	63
11932	chr3R	10779571	10779575	+	2	10779575	39	22	10779572	10779575	4
11933	chr3R	10784351	10784499	+	49	10784398	6297	1181	10784398	10784468	71
11934	chr3R	10784592	10784622	+	8	10784617	144	35	10784600	10784622	23
11935	chr3R	10788504	10788600	+	22	10788511	652	97	10788511	10788583	73
11936	chr3R	10792902	10792917	+	4	10792906	711	665	10792906	10792906	1
11937	chr3R	10814649	10814668	+	3	10814650	120	48	10814650	10814668	19
11938	chr3R	10815288	10815294	+	2	10815294	110	91	10815289	10815294	6
11939	chr3R	10849808	10849875	+	12	10849826	3722	3080	10849826	10849827	2
11940	chr3R	10851337	10851339	+	2	10851339	7	6	10851338	10851339	2
11941	chr3R	10852690	10852740	+	4	10852740	32	16	10852691	10852740	50
11942	chr3R	10854464	10854586	+	33	10854517	6839	988	10854506	10854561	56
11943	chr3R	10854750	10854808	+	5	10854751	122	35	10854751	10854808	58
11944	chr3R	10855621	10855639	+	3	10855639	94	39	10855622	10855639	18
11945	chr3R	10855726	10855727	+	1	10855727	111	111	10855727	10855727	1
11946	chr3R	10856773	10856892	+	19	10856811	781	239	10856777	10856866	90
11947	chr3R	10856973	10856977	+	2	10856977	62	51	10856974	10856977	4
11948	chr3R	10868709	10868806	+	12	10868780	600	144	10868716	10868780	65
11949	chr3R	10876383	10876384	+	1	10876384	194	194	10876384	10876384	1
11950	chr3R	10881406	10881458	+	6	10881414	286	112	10881407	10881458	52
11951	chr3R	10885508	10885638	+	17	10885541	290	51	10885537	10885581	45
11952	chr3R	10950193	10950372	+	36	10950288	3699	735	10950215	10950313	99
11953	chr3R	10969678	10969689	+	2	10969679	110	80	10969679	10969689	11
11954	chr3R	10969731	10969743	+	3	10969732	130	64	10969732	10969743	12
11955	chr3R	11088353	11088402	+	12	11088377	1034	195	11088357	11088387	31
11956	chr3R	11137118	11137240	+	26	11137176	3756	970	11137161	11137207	47
11957	chr3R	11157081	11157102	+	7	11157100	1298	1183	11157100	11157100	1
11958	chr3R	11161207	11161208	+	1	11161208	98	98	11161208	11161208	1
11959	chr3R	11197569	11197571	+	2	11197570	203	197	11197570	11197570	1
11960	chr3R	11200411	11200416	+	3	11200416	348	269	11200412	11200416	5
11961	chr3R	11210109	11210624	+	105	11210257	35084	8569	11210186	11210290	105
11962	chr3R	11210685	11210703	+	3	11210687	54	25	11210686	11210703	18
11963	chr3R	11210743	11210841	+	10	11210804	204	61	11210744	11210821	78
11964	chr3R	11210884	11210926	+	5	11210888	188	119	11210885	11210888	4
11965	chr3R	11216523	11216602	+	16	11216524	2476	1412	11216524	11216576	53
11966	chr3R	11221827	11221922	+	28	11221897	26352	15379	11221896	11221899	4
11967	chr3R	11222575	11222588	+	5	11222580	58	14	11222576	11222588	13
11968	chr3R	11223917	11223936	+	3	11223930	17	8	11223918	11223936	19
11969	chr3R	11223998	11224055	+	10	11224029	263	83	11224020	11224045	26
11970	chr3R	11224109	11224242	+	13	11224173	370	106	11224136	11224242	107
11971	chr3R	11224529	11224575	+	5	11224554	107	71	11224552	11224555	4
11972	chr3R	11225514	11225515	+	1	11225515	327	327	11225515	11225515	1
11973	chr3R	11226709	11226818	+	23	11226775	1236	411	11226735	11226797	63
11974	chr3R	11231868	11231989	+	30	11231911	1574	262	11231894	11231931	38
11975	chr3R	11232603	11232697	+	9	11232654	356	88	11232633	11232694	62
11976	chr3R	11234917	11234988	+	9	11234926	547	134	11234918	11234976	59
11977	chr3R	11235119	11235154	+	3	11235141	37	15	11235120	11235154	35
11978	chr3R	11235273	11235385	+	26	11235302	4419	1597	11235292	11235335	44
11979	chr3R	11236230	11236317	+	7	11236278	121	22	11236266	11236317	52
11980	chr3R	11237783	11237860	+	8	11237796	130	30	11237784	11237825	42
11981	chr3R	11244254	11244415	+	58	11244327	18375	5529	11244292	11244374	83
11982	chr3R	11277254	11277286	+	2	11277286	49	25	11277255	11277286	32
11983	chr3R	11310664	11310700	+	5	11310671	297	151	11310669	11310700	32
11984	chr3R	11354315	11354336	+	2	11354316	74	46	11354316	11354336	21
11985	chr3R	11399744	11399783	+	6	11399760	220	75	11399760	11399783	24
11986	chr3R	11407824	11407828	+	2	11407825	142	122	11407825	11407828	4
11987	chr3R	11407883	11407976	+	24	11407897	2813	660	11407897	11407950	54
11988	chr3R	11410018	11410116	+	19	11410049	781	231	11410029	11410100	72
11989	chr3R	11412488	11412668	+	40	11412554	3216	759	11412517	11412598	82
11990	chr3R	11422011	11422080	+	12	11422072	435	122	11422020	11422078	59
11991	chr3R	11422162	11422170	+	3	11422170	20	12	11422163	11422170	8
11992	chr3R	11430010	11430077	+	12	11430041	434	118	11430023	11430077	55
11993	chr3R	11431651	11431785	+	27	11431739	2105	510	11431693	11431776	84
11994	chr3R	11431842	11431915	+	6	11431865	169	38	11431843	11431915	73
11995	chr3R	11434925	11434947	+	2	11434926	126	80	11434926	11434947	22
11996	chr3R	11435699	11435722	+	2	11435722	37	19	11435700	11435722	23
11997	chr3R	11435832	11435863	+	5	11435833	91	29	11435833	11435863	31
11998	chr3R	11437743	11437799	+	10	11437798	588	147	11437756	11437798	43
11999	chr3R	11463616	11463736	+	36	11463683	6835	1478	11463645	11463689	45
12000	chr3R	11486773	11486835	+	6	11486812	198	41	11486774	11486835	62
12001	chr3R	11535431	11535471	+	8	11535471	415	138	11535439	11535471	33
12002	chr3R	11535517	11535522	+	2	11535518	132	98	11535518	11535522	5
12003	chr3R	11554007	11554178	+	55	11554076	16202	6401	11554046	11554137	92
12004	chr3R	11557635	11557704	+	4	11557665	133	60	11557636	11557704	69
12005	chr3R	11557746	11557918	+	22	11557777	540	75	11557750	11557855	106
12006	chr3R	11562493	11562535	+	4	11562494	100	36	11562494	11562535	42
12007	chr3R	11569225	11569231	+	5	11569230	507	416	11569229	11569230	2
12008	chr3R	11578768	11578888	+	25	11578826	2058	353	11578808	11578865	58
12009	chr3R	11581571	11581632	+	11	11581583	572	140	11581579	11581616	38
12010	chr3R	11582598	11582603	+	2	11582599	10	5	11582599	11582603	5
12011	chr3R	11599228	11599264	+	4	11599264	166	48	11599229	11599264	36
12012	chr3R	11620087	11620158	+	12	11620092	587	149	11620092	11620143	52
12013	chr3R	11623312	11623421	+	24	11623363	1726	318	11623333	11623378	46
12014	chr3R	11626894	11626927	+	4	11626905	31	11	11626895	11626927	33
12015	chr3R	11628582	11628647	+	6	11628625	663	515	11628586	11628625	40
12016	chr3R	11628733	11628806	+	11	11628762	566	119	11628737	11628806	70
12017	chr3R	11631103	11631227	+	39	11631176	10574	2327	11631132	11631194	63
12018	chr3R	11650953	11651021	+	15	11650980	602	176	11650964	11650997	34
12019	chr3R	11656147	11656153	+	3	11656150	203	117	11656150	11656153	4
12020	chr3R	11656301	11656303	+	2	11656302	39	30	11656302	11656303	2
12021	chr3R	11674217	11674295	+	21	11674252	3753	1370	11674240	11674266	27
12022	chr3R	11679737	11679862	+	40	11679796	7579	1494	11679770	11679839	70
12023	chr3R	11696473	11696551	+	11	11696528	913	183	11696474	11696528	55
12024	chr3R	11700547	11700686	+	36	11700617	12402	9311	11700617	11700621	5
12025	chr3R	11701114	11701147	+	2	11701147	61	43	11701115	11701147	33
12026	chr3R	11701555	11701557	+	2	11701557	57	36	11701556	11701557	2
12027	chr3R	11702039	11702055	+	2	11702055	64	42	11702040	11702055	16
12028	chr3R	11703959	11704058	+	43	11704013	13428	2218	11703984	11704039	56
12029	chr3R	11704284	11704328	+	3	11704328	233	133	11704309	11704328	20
12030	chr3R	11735419	11735532	+	43	11735511	6695	865	11735441	11735511	71
12031	chr3R	11735614	11735699	+	15	11735685	302	54	11735615	11735685	71
12032	chr3R	11741820	11741953	+	28	11741910	2223	358	11741827	11741942	116
12033	chr3R	11742048	11742113	+	19	11742061	644	136	11742061	11742110	50
12034	chr3R	11750296	11750416	+	18	11750346	1063	198	11750338	11750389	52
12035	chr3R	11763442	11763473	+	3	11763443	81	41	11763443	11763473	31
12036	chr3R	11788530	11788548	+	3	11788548	68	26	11788531	11788548	18
12037	chr3R	11819523	11819729	+	73	11819612	29720	8657	11819600	11819647	48
12038	chr3R	11819813	11819893	+	8	11819860	160	45	11819822	11819893	72
12039	chr3R	11882766	11882817	+	11	11882795	324	99	11882767	11882817	51
12040	chr3R	11897555	11897614	+	11	11897560	792	289	11897560	11897593	34
12041	chr3R	11931187	11931276	+	11	11931188	570	101	11931188	11931267	80
12042	chr3R	11949642	11949801	+	34	11949736	3500	726	11949687	11949770	84
12043	chr3R	11958532	11958550	+	14	11958536	14910	12898	11958536	11958536	1
12044	chr3R	11963113	11963266	+	18	11963160	1622	492	11963122	11963208	87
12045	chr3R	11967698	11967802	+	15	11967740	335	153	11967710	11967741	32
12046	chr3R	11971644	11971726	+	24	11971697	5476	1568	11971676	11971721	46
12047	chr3R	11999278	11999283	+	3	11999283	132	108	11999279	11999283	5
12048	chr3R	12010733	12010817	+	18	12010773	1815	978	12010763	12010782	20
12049	chr3R	12012431	12012493	+	5	12012436	130	35	12012432	12012493	62
12050	chr3R	12017171	12017217	+	5	12017172	141	51	12017172	12017199	28
12051	chr3R	12033079	12033185	+	22	12033151	11403	6912	12033151	12033156	6
12052	chr3R	12040503	12040523	+	7	12040523	404	126	12040509	12040523	15
12053	chr3R	12040565	12040569	+	2	12040569	54	33	12040566	12040569	4
12054	chr3R	12097953	12098086	+	29	12098045	6862	2441	12098001	12098055	55
12055	chr3R	12107206	12107221	+	4	12107208	125	46	12107207	12107221	15
12056	chr3R	12195266	12195311	+	14	12195269	1211	331	12195269	12195287	19
12057	chr3R	12197931	12198000	+	16	12197979	2569	683	12197948	12197988	41
12058	chr3R	12221022	12221095	+	12	12221030	505	176	12221028	12221086	59
12059	chr3R	12222345	12222452	+	24	12222411	1839	442	12222359	12222419	61
12060	chr3R	12223271	12223283	+	2	12223283	116	83	12223272	12223283	12
12061	chr3R	12225547	12225643	+	18	12225615	1232	305	12225571	12225621	51
12062	chr3R	12239613	12239637	+	3	12239637	116	54	12239614	12239637	24
12063	chr3R	12254155	12254229	+	12	12254199	778	155	12254172	12254229	58
12064	chr3R	12258693	12258746	+	14	12258727	1193	362	12258701	12258741	41
12065	chr3R	12323516	12323601	+	24	12323557	2311	331	12323534	12323584	51
12066	chr3R	12360010	12360014	+	2	12360011	106	54	12360011	12360014	4
12067	chr3R	12371943	12371947	+	3	12371947	149	111	12371944	12371947	4
12068	chr3R	12373035	12373040	+	4	12373040	987	746	12373037	12373040	4
12069	chr3R	12375715	12375726	+	7	12375720	2580	2027	12375717	12375720	4
12070	chr3R	12378499	12378503	+	3	12378503	380	351	12378503	12378503	1
12071	chr3R	12387536	12387581	+	18	12387542	1702	451	12387542	12387576	35
12072	chr3R	12387685	12387698	+	2	12387698	38	20	12387686	12387698	13
12073	chr3R	12406531	12406566	+	10	12406552	125	30	12406535	12406562	28
12074	chr3R	12406611	12406621	+	4	12406618	125	49	12406612	12406618	7
12075	chr3R	12408304	12408380	+	12	12408374	683	226	12408307	12408377	71
12076	chr3R	12413774	12413901	+	11	12413809	521	152	12413777	12413867	91
12077	chr3R	12414802	12414861	+	7	12414858	419	120	12414829	12414858	30
12078	chr3R	12419323	12419396	+	9	12419358	561	191	12419327	12419358	32
12079	chr3R	12422579	12422754	+	19	12422612	690	71	12422583	12422739	157
12080	chr3R	12422798	12422899	+	34	12422815	4504	641	12422805	12422853	49
12081	chr3R	12429531	12429564	+	4	12429561	43	17	12429532	12429564	33
12082	chr3R	12431249	12431434	+	52	12431361	11115	2472	12431268	12431387	120
12083	chr3R	12432085	12432110	+	2	12432086	58	39	12432086	12432110	25
12084	chr3R	12432151	12432185	+	4	12432152	243	120	12432152	12432185	34
12085	chr3R	12434065	12434195	+	34	12434133	5370	697	12434100	12434163	64
12086	chr3R	12439578	12439693	+	36	12439619	5099	420	12439595	12439682	88
12087	chr3R	12441432	12441436	+	3	12441436	709	669	12441436	12441436	1
12088	chr3R	12444009	12444086	+	13	12444054	1190	591	12444051	12444054	4
12089	chr3R	12447587	12447678	+	19	12447643	33267	26563	12447642	12447643	2
12090	chr3R	12447989	12448025	+	4	12447990	110	47	12447990	12448025	36
12091	chr3R	12448133	12448155	+	2	12448155	105	83	12448134	12448155	22
12092	chr3R	12449294	12449297	+	3	12449297	131	100	12449295	12449297	3
12093	chr3R	12452400	12452538	+	46	12452500	12126	1258	12452438	12452511	74
12094	chr3R	12456524	12456592	+	11	12456545	239	48	12456545	12456588	44
12095	chr3R	12460413	12460456	+	12	12460436	454	120	12460429	12460455	27
12096	chr3R	12501129	12501196	+	11	12501148	468	74	12501148	12501181	34
12097	chr3R	12586032	12586057	+	5	12586047	130	43	12586033	12586057	25
12098	chr3R	12627939	12628198	+	46	12628038	6298	900	12628028	12628078	51
12099	chr3R	12628263	12628341	+	4	12628299	82	32	12628264	12628341	78
12100	chr3R	12628741	12628781	+	5	12628776	136	69	12628742	12628776	35
12101	chr3R	12630641	12630706	+	12	12630666	374	88	12630644	12630696	53
12102	chr3R	12654576	12654577	+	1	12654577	127	127	12654577	12654577	1
12103	chr3R	12674478	12674514	+	6	12674479	127	32	12674479	12674514	36
12104	chr3R	12674606	12674610	+	2	12674610	112	107	12674610	12674610	1
12105	chr3R	12691732	12691817	+	24	12691787	1435	649	12691740	12691790	51
12106	chr3R	12697302	12697417	+	20	12697309	2058	452	12697309	12697358	50
12107	chr3R	12697656	12697708	+	8	12697676	234	57	12697676	12697701	26
12108	chr3R	12697830	12697989	+	32	12697898	1673	259	12697833	12697937	105
12109	chr3R	12704945	12705151	+	39	12705080	4759	1638	12705003	12705102	100
12110	chr3R	12727750	12727845	+	8	12727803	384	106	12727751	12727827	77
12111	chr3R	12856681	12856711	+	4	12856685	155	70	12856682	12856711	30
