#gene_ID	old_cluster	consensus_cluster_ID_old	cluster_ID_in_bam	new_cluster	consensus_cluster_ID_new	cluster_ID_in_HS72	distance_between_old_new	gene_name
FBgn0033055	Bcc	cluster3276	clusterTSS_bam_2622	Hcc	cluster3275	clusterTSS_HS72_3698	-128	Tbce
FBgn0033081	Bcc	cluster5031	clusterTSS_bam_4084	Hcc	cluster5032	clusterTSS_HS72_5695	-131	geminin
FBgn0033089	Bcc	cluster5038	clusterTSS_bam_4088	Hcc	cluster5039	clusterTSS_HS72_5702	-266	CG17266
FBgn0033092	Bcc	cluster3314	clusterTSS_bam_2647	Hcc	cluster3315	clusterTSS_HS72_3743	4057	CG9422
FBgn0033121	Bcc	cluster5063	clusterTSS_bam_4111	Hcc	cluster5064	clusterTSS_HS72_5730	-178	Cyp6u1
FBgn0033160	Bcc	cluster3369	clusterTSS_bam_2691	Hcc	cluster3368	clusterTSS_HS72_3804	-199	CG11107
FBgn0033177	Bcc	cluster5092	clusterTSS_bam_4135	Hcc	cluster5093	clusterTSS_HS72_5766	-212	CG11141
FBgn0033183	Bcc	cluster5103	clusterTSS_bam_4144	Hcc	cluster5105	clusterTSS_HS72_5777	-225	CG1620
FBgn0033204	Bcc	cluster3396	clusterTSS_bam_2722	Hcc	cluster3394	clusterTSS_HS72_3839	-312	CG2065
FBgn0033209	Bcc	cluster3399	clusterTSS_bam_2724	Hcc	cluster3398	clusterTSS_HS72_3843	-151	CG12107
FBgn0033224	Bcc	cluster5153	clusterTSS_bam_4195	Hcc	cluster5151	clusterTSS_HS72_5831	1513	Nop17l
FBgn0033226	Bcc	cluster3408	clusterTSS_bam_2731	Hcc	cluster3410	clusterTSS_HS72_3855	443	CG1882
FBgn0033233	Bcc	cluster5165	clusterTSS_bam_4205	Hcc	cluster5164	clusterTSS_HS72_5845	203	Kdm4A
FBgn0033317	Bcc	cluster5234	clusterTSS_bam_4249	Hcc	cluster5235	clusterTSS_HS72_5928	-179	CG8635
FBgn0033337	Bcc	cluster5250	clusterTSS_bam_4256	Hcc	cluster5249	clusterTSS_HS72_5942	1305	CG8272
FBgn0033342	Bcc	cluster5255	clusterTSS_bam_4260	Hcc	cluster5254	clusterTSS_HS72_5948	1113	CG8258
FBgn0033354	Bcc	cluster5264	clusterTSS_bam_4267	Hcc	cluster5263	clusterTSS_HS72_5957	3866	FANCI
FBgn0033373	Bcc	cluster5271	clusterTSS_bam_4273	Hcc	cluster5270	clusterTSS_HS72_5965	1007	CG8080
FBgn0033375	Bcc	cluster5273	clusterTSS_bam_4275	Hcc	cluster5274	clusterTSS_HS72_5970	-258	CG8078
FBgn0033382	Bcc	cluster3529	clusterTSS_bam_2827	Hcc	cluster3530	clusterTSS_HS72_3988	467	Hydr1
FBgn0033413	Bcc	cluster3549	clusterTSS_bam_2848	Hcc	cluster3550	clusterTSS_HS72_4011	227	prel
FBgn0033427	Bcc	cluster5328	clusterTSS_bam_4324	Hcc	cluster5327	clusterTSS_HS72_6028	355	CG1868
FBgn0033434	Bcc	cluster3563	clusterTSS_bam_2862	Hcc	cluster3565	clusterTSS_HS72_4029	9721	CG1902
FBgn0033449	Bcc	cluster3577	clusterTSS_bam_2872	Hcc	cluster3578	clusterTSS_HS72_4041	371	CG1663
FBgn0033459	Bcc	cluster3589	clusterTSS_bam_2880	Hcc	cluster3588	clusterTSS_HS72_4050	-82	CG12744
FBgn0033463	Bcc	cluster5362	clusterTSS_bam_4352	Hcc	cluster5361	clusterTSS_HS72_6066	5146	CG1513
FBgn0033466	Bcc	cluster3595	clusterTSS_bam_2885	Hcc	cluster3594	clusterTSS_HS72_4057	-163	Pal1
FBgn0033473	Bcc	cluster3605	clusterTSS_bam_2895	Hcc	cluster3606	clusterTSS_HS72_4070	839	CG12128
FBgn0033482	Bcc	cluster5377	clusterTSS_bam_4367	Hcc	cluster5378	clusterTSS_HS72_6087	-195	CG1371
FBgn0033491	Bcc	cluster3632	clusterTSS_bam_2920	Hcc	cluster3631	clusterTSS_HS72_4099	-56	CG18011
FBgn0033519	Bcc	cluster5405	clusterTSS_bam_4381	Hcc	cluster5406	clusterTSS_HS72_6117	-130	CG11825
FBgn0033524	Bcc	cluster5409	clusterTSS_bam_4383	Hcc	cluster5408	clusterTSS_HS72_6119	665	Cyp49a1
FBgn0033540	Bcc	cluster3671	clusterTSS_bam_2948	Hcc	cluster3670	clusterTSS_HS72_4135	-79	Elp2
FBgn0033547	Bcc	cluster3681	clusterTSS_bam_2958	Hcc	cluster3682	clusterTSS_HS72_4149	273	CG12935
FBgn0033564	Bcc	cluster3690	clusterTSS_bam_2967	Hcc	cluster3691	clusterTSS_HS72_4159	181	Pex6
FBgn0033616	Bcc	cluster3717	clusterTSS_bam_2985	Hcc	cluster3716	clusterTSS_HS72_4188	-50	CG7745
FBgn0033656	Bcc	cluster5498	clusterTSS_bam_4462	Hcc	cluster5499	clusterTSS_HS72_6225	-229	S2P
FBgn0033669	Bcc	cluster5506	clusterTSS_bam_4472	Hcc	cluster5505	clusterTSS_HS72_6237	254	PI31
FBgn0033692	Bcc	cluster3778	clusterTSS_bam_3039	Hcc	cluster3779	clusterTSS_HS72_4262	161	wash
FBgn0033713	Bcc	cluster5550	clusterTSS_bam_4503	Hcc	cluster5551	clusterTSS_HS72_6290	-202	CG8841
FBgn0033734	Bcc	cluster3812	clusterTSS_bam_3069	Hcc	cluster3811	clusterTSS_HS72_4297	-588	CG8520
FBgn0033735	Bcc	cluster3813	clusterTSS_bam_3070	Hcc	cluster3814	clusterTSS_HS72_4300	48	CG8525
FBgn0033737	Bcc	cluster5554	clusterTSS_bam_4506	Hcc	cluster5553	clusterTSS_HS72_6292	1750	Nup54
FBgn0033738	Bcc	cluster5555	clusterTSS_bam_4508	Hcc	cluster5556	clusterTSS_HS72_6296	-802	DUBAI
FBgn0033754	Bcc	cluster5571	clusterTSS_bam_4517	Hcc	cluster5570	clusterTSS_HS72_6311	89	Ak6
FBgn0033757	Bcc	cluster5576	clusterTSS_bam_4520	Hcc	cluster5577	clusterTSS_HS72_6318	-273	muskelin
FBgn0033767	Bcc	cluster3838	clusterTSS_bam_3093	Hcc	cluster3839	clusterTSS_HS72_4328	307	CG13148
FBgn0033777	Bcc	cluster5604	clusterTSS_bam_4547	Hcc	cluster5605	clusterTSS_HS72_6345	-209	CG17574
FBgn0033785	Bcc	cluster3861	clusterTSS_bam_3114	Hcc	cluster3862	clusterTSS_HS72_4352	1550	Sans
FBgn0033806	Bcc	cluster3874	clusterTSS_bam_3130	Hcc	cluster3875	clusterTSS_HS72_4366	214	FLASH
FBgn0033808	Bcc	cluster3876	clusterTSS_bam_3132	Hcc	cluster3877	clusterTSS_HS72_4368	146	CG4627
FBgn0033813	Bcc	cluster3881	clusterTSS_bam_3136	Hcc	cluster3880	clusterTSS_HS72_4372	-158	fsd
FBgn0033844	Bcc	cluster5662	clusterTSS_bam_4598	Hcc	cluster5663	clusterTSS_HS72_6413	-231	bbc
FBgn0033845	Bcc	cluster3894	clusterTSS_bam_3146	Hcc	cluster3893	clusterTSS_HS72_4386	-379	mars
FBgn0033883	Bcc	cluster5687	clusterTSS_bam_4619	Hcc	cluster5688	clusterTSS_HS72_6440	-121	CG16935
FBgn0033902	Bcc	cluster5717	clusterTSS_bam_4644	Hcc	cluster5718	clusterTSS_HS72_6472	-162	Tango7
FBgn0033924	Bcc	cluster3963	clusterTSS_bam_3206	Hcc	cluster3964	clusterTSS_HS72_4459	263	CG8613
FBgn0033961	Bcc	cluster3996	clusterTSS_bam_3232	Hcc	cluster3995	clusterTSS_HS72_4495	-240	CG12859
FBgn0033984	Bcc	cluster4008	clusterTSS_bam_3244	Hcc	cluster4009	clusterTSS_HS72_4509	122	Lap1
FBgn0034032	Bcc	cluster5823	clusterTSS_bam_4732	Hcc	cluster5822	clusterTSS_HS72_6588	979	CG8195
FBgn0034033	Bcc	cluster5829	clusterTSS_bam_4736	Hcc	cluster5830	clusterTSS_HS72_6596	-233	CG8204
FBgn0034049	Bcc	cluster5850	clusterTSS_bam_4756	Hcc	cluster5849	clusterTSS_HS72_6616	4167	bdg
FBgn0034051	Bcc	cluster5853	clusterTSS_bam_4761	Hcc	cluster5852	clusterTSS_HS72_6619	622	Mlf
FBgn0034091	Bcc	cluster5885	clusterTSS_bam_4790	Hcc	cluster5883	clusterTSS_HS72_6653	15581	mrj
FBgn0034098	Bcc	cluster5888	clusterTSS_bam_4793	Hcc	cluster5887	clusterTSS_HS72_6657	178	krimp
FBgn0034118	Bcc	cluster4109	clusterTSS_bam_3328	Hcc	cluster4108	clusterTSS_HS72_4618	-144	Nup62
FBgn0034181	Bcc	cluster5950	clusterTSS_bam_4843	Hcc	cluster5949	clusterTSS_HS72_6730	218	CG8963
FBgn0034215	Bcc	cluster4195	clusterTSS_bam_3400	Hcc	cluster4194	clusterTSS_HS72_4718	-410	Mtap
FBgn0034242	Bcc	cluster4218	clusterTSS_bam_3428	Hcc	cluster4217	clusterTSS_HS72_4746	-528	CG14480
FBgn0034249	Bcc	cluster6015	clusterTSS_bam_4896	Hcc	cluster6014	clusterTSS_HS72_6804	199	RhoGAP54D
FBgn0034258	Bcc	cluster4230	clusterTSS_bam_3442	Hcc	cluster4229	clusterTSS_HS72_4762	-98	eIF3-S8
FBgn0034314	Bcc	cluster4293	clusterTSS_bam_3501	Hcc	cluster4292	clusterTSS_HS72_4835	-119	nopo
FBgn0034368	Bcc	cluster6092	clusterTSS_bam_4968	Hcc	cluster6093	clusterTSS_HS72_6895	-176	CG5482
FBgn0034399	Bcc	cluster4346	clusterTSS_bam_3542	Hcc	cluster4347	clusterTSS_HS72_4894	1100	CG15083
FBgn0034400	Bcc	cluster6119	clusterTSS_bam_4988	Hcc	cluster6120	clusterTSS_HS72_6927	-151	CG15099
FBgn0034403	Bcc	cluster6123	clusterTSS_bam_4991	Hcc	cluster6122	clusterTSS_HS72_6929	206	CG18190
FBgn0034411	Bcc	cluster4356	clusterTSS_bam_3549	Hcc	cluster4357	clusterTSS_HS72_4903	163	CG18605
FBgn0034417	Bcc	cluster6134	clusterTSS_bam_5004	Hcc	cluster6135	clusterTSS_HS72_6945	-192	CG15117
FBgn0034442	Bcc	cluster4394	clusterTSS_bam_3574	Hcc	cluster4395	clusterTSS_HS72_4944	1142	CG11257
FBgn0034451	Bcc	cluster6158	clusterTSS_bam_5026	Hcc	cluster6157	clusterTSS_HS72_6970	173	TBCB
FBgn0034493	Bcc	cluster4444	clusterTSS_bam_3610	Hcc	cluster4445	clusterTSS_HS72_5000	354	CG8908
FBgn0034527	Bcc	cluster4468	clusterTSS_bam_3624	Hcc	cluster4467	clusterTSS_HS72_5022	-159	CG9945
FBgn0034535	Bcc	cluster4473	clusterTSS_bam_3628	Hcc	cluster4472	clusterTSS_HS72_5027	-193	CG11110
FBgn0034646	Bcc	cluster6290	clusterTSS_bam_5126	Hcc	cluster6289	clusterTSS_HS72_7114	104	Rae1
FBgn0034670	Bcc	cluster4587	clusterTSS_bam_3730	Hcc	cluster4588	clusterTSS_HS72_5174	84	CG13488
FBgn0034688	Bcc	cluster6325	clusterTSS_bam_5146	Hcc	cluster6326	clusterTSS_HS72_7150	-124	CG11474
FBgn0034726	Bcc	cluster4624	clusterTSS_bam_3758	Hcc	cluster4623	clusterTSS_HS72_5215	-180	Mes4
FBgn0034742	Bcc	cluster6361	clusterTSS_bam_5178	Hcc	cluster6362	clusterTSS_HS72_7195	-234	CG4294
FBgn0034792	Bcc	cluster6390	clusterTSS_bam_5206	Hcc	cluster6391	clusterTSS_HS72_7232	-230	CG3499
FBgn0034793	Bcc	cluster4676	clusterTSS_bam_3802	Hcc	cluster4675	clusterTSS_HS72_5277	-149	asrij
FBgn0034829	Bcc	cluster4698	clusterTSS_bam_3816	Hcc	cluster4697	clusterTSS_HS72_5301	-5014	CG9899
FBgn0034858	Bcc	cluster4718	clusterTSS_bam_3829	Hcc	cluster4719	clusterTSS_HS72_5326	391	eIF2B-delta
FBgn0034876	Bcc	cluster6458	clusterTSS_bam_5266	Hcc	cluster6459	clusterTSS_HS72_7315	-154	wmd
FBgn0034915	Bcc	cluster6485	clusterTSS_bam_5292	Hcc	cluster6486	clusterTSS_HS72_7345	-154	eIF6
FBgn0034918	Bcc	cluster6488	clusterTSS_bam_5294	Hcc	cluster6489	clusterTSS_HS72_7348	-181	Pym
FBgn0034936	Bcc	cluster4777	clusterTSS_bam_3879	Hcc	cluster4776	clusterTSS_HS72_5393	-152	CG2970
FBgn0034948	Bcc	cluster6516	clusterTSS_bam_5322	Hcc	cluster6515	clusterTSS_HS72_7377	209	Gadd34
FBgn0034964	Bcc	cluster4800	clusterTSS_bam_3902	Hcc	cluster4799	clusterTSS_HS72_5422	-113	IntS1
FBgn0034970	Bcc	cluster6531	clusterTSS_bam_5340	Hcc	cluster6530	clusterTSS_HS72_7398	167	yki
FBgn0034989	Bcc	cluster4835	clusterTSS_bam_3938	Hcc	cluster4834	clusterTSS_HS72_5463	-140	CG3356
FBgn0034998	Bcc	cluster6543	clusterTSS_bam_5348	Hcc	cluster6542	clusterTSS_HS72_7411	607	CG13577
FBgn0034999	Bcc	cluster4839	clusterTSS_bam_3942	Hcc	cluster4840	clusterTSS_HS72_5468	1406	CG3394
FBgn0035020	Bcc	cluster4858	clusterTSS_bam_3960	Hcc	cluster4859	clusterTSS_HS72_5491	480	CG13585
FBgn0035035	Bcc	cluster4869	clusterTSS_bam_3971	Hcc	cluster4870	clusterTSS_HS72_5502	611	CG3570
FBgn0035086	Bcc	cluster4897	clusterTSS_bam_3996	Hcc	cluster4896	clusterTSS_HS72_5535	-123	CG12851
FBgn0035087	Bcc	cluster6599	clusterTSS_bam_5395	Hcc	cluster6597	clusterTSS_HS72_7474	339	CG2765
FBgn0035091	Bcc	cluster4902	clusterTSS_bam_3999	Hcc	cluster4901	clusterTSS_HS72_5542	-499	CG3829
FBgn0035111	Bcc	cluster6634	clusterTSS_bam_5430	Hcc	cluster6633	clusterTSS_HS72_7514	-158	CG16940
FBgn0035160	Bcc	cluster8348	clusterTSS_bam_6823	Hcc	cluster8349	clusterTSS_HS72_9475	-16310	hng3
FBgn0035173	Bcc	cluster8361	clusterTSS_bam_6833	Hcc	cluster8360	clusterTSS_HS72_9486	717	CG13907
FBgn0035195	Bcc	cluster6695	clusterTSS_bam_5478	Hcc	cluster6694	clusterTSS_HS72_7580	-192	Sac1
FBgn0035204	Bcc	cluster8369	clusterTSS_bam_6841	Hcc	cluster8371	clusterTSS_HS72_9499	-309	CG2277
FBgn0035211	Bcc	cluster8375	clusterTSS_bam_6846	Hcc	cluster8376	clusterTSS_HS72_9504	-412	CG2211
FBgn0035244	Bcc	cluster6741	clusterTSS_bam_5513	Hcc	cluster6740	clusterTSS_HS72_7631	-148	ABCB7
FBgn0035247	Bcc	cluster8403	clusterTSS_bam_6867	Hcc	cluster8404	clusterTSS_HS72_9533	-138	metl
FBgn0035252	Bcc	cluster6747	clusterTSS_bam_5516	Hcc	cluster6746	clusterTSS_HS72_7637	-255	CG7970
FBgn0035266	Bcc	cluster6752	clusterTSS_bam_5520	Hcc	cluster6751	clusterTSS_HS72_7642	-175	Gk
FBgn0035268	Bcc	cluster6757	clusterTSS_bam_5524	Hcc	cluster6756	clusterTSS_HS72_7644	-161	CG8001
FBgn0035298	Bcc	cluster6771	clusterTSS_bam_5535	Hcc	cluster6770	clusterTSS_HS72_7659	-1332	SCOT
FBgn0035348	Bcc	cluster8482	clusterTSS_bam_6934	Hcc	cluster8481	clusterTSS_HS72_9627	760	CG16758
FBgn0035388	Bcc	cluster6838	clusterTSS_bam_5591	Hcc	cluster6841	clusterTSS_HS72_7739	3788	CG2162
FBgn0035400	Bcc	cluster8520	clusterTSS_bam_6961	Hcc	cluster8517	clusterTSS_HS72_9669	9336	CG11537
FBgn0035407	Bcc	cluster8525	clusterTSS_bam_6966	Hcc	cluster8526	clusterTSS_HS72_9678	-1153	Asciz
FBgn0035414	Bcc	cluster8528	clusterTSS_bam_6967	Hcc	cluster8527	clusterTSS_HS72_9679	850	CG14965
FBgn0035416	Bcc	cluster6877	clusterTSS_bam_5631	Hcc	cluster6876	clusterTSS_HS72_7783	-362	gry
FBgn0035424	Bcc	cluster6881	clusterTSS_bam_5635	Hcc	cluster6880	clusterTSS_HS72_7787	-113	CG11505
FBgn0035431	Bcc	cluster8543	clusterTSS_bam_6981	Hcc	cluster8542	clusterTSS_HS72_9697	689	CG14968
FBgn0035437	Bcc	cluster8545	clusterTSS_bam_6983	Hcc	cluster8546	clusterTSS_HS72_9701	-3001	Strip
FBgn0035461	Bcc	cluster8565	clusterTSS_bam_6999	Hcc	cluster8564	clusterTSS_HS72_9721	437	ntc
FBgn0035473	Bcc	cluster8582	clusterTSS_bam_7014	Hcc	cluster8583	clusterTSS_HS72_9742	-350	mge
FBgn0035481	Bcc	cluster8591	clusterTSS_bam_7024	Hcc	cluster8592	clusterTSS_HS72_9753	-2877	CG12605
FBgn0035497	Bcc	cluster8614	clusterTSS_bam_7040	Hcc	cluster8612	clusterTSS_HS72_9777	569	CG14995
FBgn0035515	Bcc	cluster6949	clusterTSS_bam_5702	Hcc	cluster6948	clusterTSS_HS72_7871	-176	CG14997
FBgn0035540	Bcc	cluster6969	clusterTSS_bam_5722	Hcc	cluster6970	clusterTSS_HS72_7897	131	Syx17
FBgn0035558	Bcc	cluster6976	clusterTSS_bam_5729	Hcc	cluster6977	clusterTSS_HS72_7906	8370	CG11357
FBgn0035590	Bcc	cluster8659	clusterTSS_bam_7075	Hcc	cluster8660	clusterTSS_HS72_9831	-96	Prpk
FBgn0035601	Bcc	cluster8680	clusterTSS_bam_7101	Hcc	cluster8681	clusterTSS_HS72_9860	-297	Uev1A
FBgn0035617	Bcc	cluster7015	clusterTSS_bam_5750	Hcc	cluster7016	clusterTSS_HS72_7946	487	l(3)psg2
FBgn0035644	Bcc	cluster8714	clusterTSS_bam_7135	Hcc	cluster8713	clusterTSS_HS72_9897	468	DNApol-epsilon58
FBgn0035689	Bcc	cluster7051	clusterTSS_bam_5775	Hcc	cluster7052	clusterTSS_HS72_7988	203	CG7376
FBgn0035707	Bcc	cluster7075	clusterTSS_bam_5789	Hcc	cluster7074	clusterTSS_HS72_8014	-2527	CG8368
FBgn0035708	Bcc	cluster7077	clusterTSS_bam_5790	Hcc	cluster7076	clusterTSS_HS72_8016	-4254	CG8398
FBgn0035766	Bcc	cluster8805	clusterTSS_bam_7212	Hcc	cluster8806	clusterTSS_HS72_9998	-177	eco
FBgn0035767	Bcc	cluster8808	clusterTSS_bam_7214	Hcc	cluster8807	clusterTSS_HS72_9999	1147	CG8596
FBgn0035807	Bcc	cluster8828	clusterTSS_bam_7233	Hcc	cluster8827	clusterTSS_HS72_10022	196	CG7492
FBgn0035812	Bcc	cluster8833	clusterTSS_bam_7234	Hcc	cluster8832	clusterTSS_HS72_10027	3996	CG7457
FBgn0035871	Bcc	cluster8889	clusterTSS_bam_7281	Hcc	cluster8890	clusterTSS_HS72_10088	-344	BI-1
FBgn0035878	Bcc	cluster8893	clusterTSS_bam_7286	Hcc	cluster8894	clusterTSS_HS72_10093	-187	CG7182
FBgn0035879	Bcc	cluster7188	clusterTSS_bam_5889	Hcc	cluster7189	clusterTSS_HS72_8145	3896	GAPcenA
FBgn0035901	Bcc	cluster7198	clusterTSS_bam_5899	Hcc	cluster7199	clusterTSS_HS72_8159	406	CG6745
FBgn0035923	Bcc	cluster7230	clusterTSS_bam_5923	Hcc	cluster7228	clusterTSS_HS72_8187	-496	CG6511
FBgn0035947	Bcc	cluster7246	clusterTSS_bam_5937	Hcc	cluster7245	clusterTSS_HS72_8205	-146	Srp68
FBgn0035951	Bcc	cluster7248	clusterTSS_bam_5939	Hcc	cluster7249	clusterTSS_HS72_8209	1395	CG5068
FBgn0035983	Bcc	cluster8980	clusterTSS_bam_7371	Hcc	cluster8979	clusterTSS_HS72_10199	326	CG4080
FBgn0035987	Bcc	cluster7287	clusterTSS_bam_5977	Hcc	cluster7286	clusterTSS_HS72_8253	-198	CG3689
FBgn0035989	Bcc	cluster8992	clusterTSS_bam_7383	Hcc	cluster8991	clusterTSS_HS72_10217	6480	CG3967
FBgn0035996	Bcc	cluster8999	clusterTSS_bam_7392	Hcc	cluster8998	clusterTSS_HS72_10228	179	CG3448
FBgn0035999	Bcc	cluster7296	clusterTSS_bam_5987	Hcc	cluster7295	clusterTSS_HS72_8264	-133	CG3552
FBgn0036020	Bcc	cluster7309	clusterTSS_bam_5997	Hcc	cluster7308	clusterTSS_HS72_8281	-1353	CG8336
FBgn0036062	Bcc	cluster9051	clusterTSS_bam_7444	Hcc	cluster9050	clusterTSS_HS72_10288	152	CG6685
FBgn0036070	Bcc	cluster7358	clusterTSS_bam_6044	Hcc	cluster7357	clusterTSS_HS72_8344	-116	CG8072
FBgn0036134	Bcc	cluster9119	clusterTSS_bam_7502	Hcc	cluster9117	clusterTSS_HS72_10364	5271	fd68A
FBgn0036136	Bcc	cluster9120	clusterTSS_bam_7504	Hcc	cluster9122	clusterTSS_HS72_10371	-543	Ufd1-like
FBgn0036141	Bcc	cluster9125	clusterTSS_bam_7505	Hcc	cluster9124	clusterTSS_HS72_10374	1331	wls
FBgn0036142	Bcc	cluster7418	clusterTSS_bam_6087	Hcc	cluster7417	clusterTSS_HS72_8412	-155	CG7616
FBgn0036155	Bcc	cluster9137	clusterTSS_bam_7516	Hcc	cluster9138	clusterTSS_HS72_10389	-74	CG6163
FBgn0036196	Bcc	cluster9172	clusterTSS_bam_7536	Hcc	cluster9171	clusterTSS_HS72_10423	771	CG11658
FBgn0036212	Bcc	cluster9184	clusterTSS_bam_7547	Hcc	cluster9182	clusterTSS_HS72_10433	751	CG11597
FBgn0036239	Bcc	cluster9195	clusterTSS_bam_7555	Hcc	cluster9194	clusterTSS_HS72_10446	1700	Pop2
FBgn0036288	Bcc	cluster9224	clusterTSS_bam_7582	Hcc	cluster9223	clusterTSS_HS72_10480	559	CG10660
FBgn0036291	Bcc	cluster7498	clusterTSS_bam_6154	Hcc	cluster7499	clusterTSS_HS72_8508	163	CG10681
FBgn0036309	Bcc	cluster9241	clusterTSS_bam_7602	Hcc	cluster9240	clusterTSS_HS72_10501	2524	Hip1
FBgn0036331	Bcc	cluster7537	clusterTSS_bam_6182	Hcc	cluster7538	clusterTSS_HS72_8555	269	CG14117
FBgn0036332	Bcc	cluster9257	clusterTSS_bam_7609	Hcc	cluster9256	clusterTSS_HS72_10519	1474	CG11261
FBgn0036342	Bcc	cluster7557	clusterTSS_bam_6200	Hcc	cluster7556	clusterTSS_HS72_8574	-174	CG11279
FBgn0036369	Bcc	cluster9291	clusterTSS_bam_7627	Hcc	cluster9290	clusterTSS_HS72_10558	279	CG10089
FBgn0036397	Bcc	cluster9305	clusterTSS_bam_7639	Hcc	cluster9304	clusterTSS_HS72_10572	197	CG8783
FBgn0036449	Bcc	cluster9344	clusterTSS_bam_7665	Hcc	cluster9345	clusterTSS_HS72_10617	-90	bmm
FBgn0036454	Bcc	cluster7653	clusterTSS_bam_6278	Hcc	cluster7654	clusterTSS_HS72_8679	98	CG17839
FBgn0036460	Bcc	cluster7656	clusterTSS_bam_6281	Hcc	cluster7657	clusterTSS_HS72_8682	558	CG5114
FBgn0036502	Bcc	cluster9379	clusterTSS_bam_7696	Hcc	cluster9378	clusterTSS_HS72_10657	277	CG7841
FBgn0036505	Bcc	cluster9383	clusterTSS_bam_7699	Hcc	cluster9382	clusterTSS_HS72_10661	208	CG7945
FBgn0036509	Bcc	cluster9384	clusterTSS_bam_7700	Hcc	cluster9385	clusterTSS_HS72_10664	-129	CG7739
FBgn0036518	Bcc	cluster7714	clusterTSS_bam_6323	Hcc	cluster7715	clusterTSS_HS72_8749	363	RhoGAP71E
FBgn0036534	Bcc	cluster9398	clusterTSS_bam_7711	Hcc	cluster9397	clusterTSS_HS72_10676	2232	DCP2
FBgn0036546	Bcc	cluster7729	clusterTSS_bam_6333	Hcc	cluster7728	clusterTSS_HS72_8764	-120	elgi
FBgn0036623	Bcc	cluster9445	clusterTSS_bam_7752	Hcc	cluster9444	clusterTSS_HS72_10726	2917	CG4729
FBgn0036643	Bcc	cluster9464	clusterTSS_bam_7774	Hcc	cluster9465	clusterTSS_HS72_10751	-299	Syx8
FBgn0036670	Bcc	cluster7812	clusterTSS_bam_6411	Hcc	cluster7811	clusterTSS_HS72_8862	-648	CG13029
FBgn0036671	Bcc	cluster7813	clusterTSS_bam_6412	Hcc	cluster7814	clusterTSS_HS72_8865	604	CG9951
FBgn0036685	Bcc	cluster9504	clusterTSS_bam_7810	Hcc	cluster9505	clusterTSS_HS72_10799	-175	CG6664
FBgn0036728	Bcc	cluster7854	clusterTSS_bam_6445	Hcc	cluster7853	clusterTSS_HS72_8905	-338	CG7580
FBgn0036762	Bcc	cluster7872	clusterTSS_bam_6462	Hcc	cluster7871	clusterTSS_HS72_8927	-171	CG7430
FBgn0036774	Bcc	cluster7886	clusterTSS_bam_6469	Hcc	cluster7885	clusterTSS_HS72_8943	-132	mRpS26
FBgn0036805	Bcc	cluster9608	clusterTSS_bam_7886	Hcc	cluster9609	clusterTSS_HS72_10914	-350	Chmp1
FBgn0036827	Bcc	cluster7923	clusterTSS_bam_6497	Hcc	cluster7922	clusterTSS_HS72_8985	-113	CG6843
FBgn0036837	Bcc	cluster9628	clusterTSS_bam_7900	Hcc	cluster9627	clusterTSS_HS72_10934	2574	CG18135
FBgn0036850	Bcc	cluster9638	clusterTSS_bam_7910	Hcc	cluster9639	clusterTSS_HS72_10947	-197	Gem2
FBgn0036908	Bcc	cluster9683	clusterTSS_bam_7943	Hcc	cluster9684	clusterTSS_HS72_10997	-298	CG14103
FBgn0036928	Bcc	cluster7983	clusterTSS_bam_6548	Hcc	cluster7982	clusterTSS_HS72_9058	-469	Tom20
FBgn0036967	Bcc	cluster8002	clusterTSS_bam_6561	Hcc	cluster8001	clusterTSS_HS72_9080	-3046	CG6597
FBgn0036973	Bcc	cluster9729	clusterTSS_bam_7980	Hcc	cluster9730	clusterTSS_HS72_11050	-125	Rbbp5
FBgn0036974	Bcc	cluster8014	clusterTSS_bam_6572	Hcc	cluster8015	clusterTSS_HS72_9092	376	eRF1
FBgn0037001	Bcc	cluster8033	clusterTSS_bam_6590	Hcc	cluster8032	clusterTSS_HS72_9110	-3281	CG6020
FBgn0037011	Bcc	cluster8040	clusterTSS_bam_6595	Hcc	cluster8039	clusterTSS_HS72_9118	-243	CG4858
FBgn0037027	Bcc	cluster8052	clusterTSS_bam_6603	Hcc	cluster8053	clusterTSS_HS72_9131	1062	HIPP1
FBgn0037060	Bcc	cluster8081	clusterTSS_bam_6624	Hcc	cluster8082	clusterTSS_HS72_9166	3539	CG10508
FBgn0037063	Bcc	cluster9802	clusterTSS_bam_8034	Hcc	cluster9803	clusterTSS_HS72_11135	-442	CG9391
FBgn0037102	Bcc	cluster9838	clusterTSS_bam_8064	Hcc	cluster9839	clusterTSS_HS72_11172	-204	CG7172
FBgn0037120	Bcc	cluster9847	clusterTSS_bam_8070	Hcc	cluster9848	clusterTSS_HS72_11182	-233	CG11247
FBgn0037121	Bcc	cluster8129	clusterTSS_bam_6660	Hcc	cluster8130	clusterTSS_HS72_9221	157	Rpb8
FBgn0037135	Bcc	cluster8137	clusterTSS_bam_6664	Hcc	cluster8136	clusterTSS_HS72_9227	-263	CG7414
FBgn0037137	Bcc	cluster8140	clusterTSS_bam_6665	Hcc	cluster8139	clusterTSS_HS72_9230	-189	Nopp140
FBgn0037164	Bcc	cluster8170	clusterTSS_bam_6693	Hcc	cluster8169	clusterTSS_HS72_9268	-1237	CG11438
